listing,price_in_usd,vendor,origin,destination,drug detail,synthetic_c,type of product,description,num_feedback,average_ rating
We use a postal service with a tracking number that is half full, and we will provide
the tracking number to the customer 24 hours after delivery begins.

#2 If you want to ship internationally, you must provide the correct RECIPIENT of first name,
last name, and address. If you do not provide your first and last name, you may provide only the
company name,Without the recipient's first name and last name, we can not ship internationally.
After the 911 attacks, all information must be provided to the US Post Office for international
shipment, which is the current law.
#3 We basically do not list the customer-provided phone number on the shipping box,If you must put
your phone number on the shipping box, you should send a message along with the recipient address
and full name
#4 Only up to 28 grams per order per International shipment. If you exceed 28 grams, you must purchase
another international shipping cost.
#5 Only 5 vapes per international shipment order are allowed, and if more than that, another
international shipping charge is required.
#6 We do not require the recipient's signature when making international shipments
#7 The order confirmed on Friday will be shipped next Monday, so please keep this in mind our company
does not open on weekends.
#8 All customer shipping records are deleted 14 days after item is shipped.
#9 In case of international delivery, the date of shipment may vary depending on the country, region,
climate disaster, number of flights, etc., and the normal international shipment period is 15 days

***********************************************************************************************************

Customers must confirm this message before and after placing the order and message!

Things to keep in mind when shipping to the US(Domestic):
**** For shipments in the US *******We use usps priority********
#1 If you wish to ship to your US address, you must provide the recipient's first and last name and
address correctly
#2 If a resident of a foreign country wishes to deliver in the United States, he / she must confirm
the address in the United States and provide it to us and we will not refund or re-ship to the recipient
if you provide the wrong address!
# 3 We do not package or ship on weekends, do not operate on major holidays, year-end and new year
# 4 Normal US shipments will arrive within 3-5 days after shipment begins
# 5 NO Shipping on Weekends!!!Please note that when we confirm your order on Friday, delivery will
start Monday!
# 6 Delivery may be delayed due to various changes during delivery (weather, fire, natural disaster,
terror, flood, etc.)
# 7 If you provide only the US shipping address and do not provide your first and last name, we will write
""Current Resident"" instead.
#8 We NEVER require the recipient's signature
#9 Delivery Orders to the US mainland and Hawaii are the Domestic delivery and excludes Alaska, Guam,
Porto Rico and all US military bases (APO addresses) are charged delivery fee of International Shipping
(per USPS rules)
#10 Up to 56 grams per order can be packed, and shipping for bulk orders will be listed separately.


California420Service aka Cali420Service aka CA420Service


Thanks for your interest in California420Service, your reliable Cali 420 Service!

Please read carefully as your clear understanding is mandatory!
We say that because we do not ship to beginners internationally!
We must be able to respond appropriately to international shipping customers
should shipping issues arise and only through great communication we can achieve.

have you ever received cannabis via international mail? if so, how many times?

what was the biggest amount of cannabis you have received via mail?

we never require signatures from my buyers but did you know that if you are not present at the time of
shipment arrival, the local post office worker will bring the shipment back to the local post office and
then have you come into the post office for you to claim it? you must then bring your id and sign for that.
now inexperienced buyer will easily get discouraged and just blame the sender. the experienced buyer
will first of all will monitor the tracking information diligently and safely and be present at the time
of actual delivery to receive the shipment.if by any chance the buyer still missed the mail, the experienced
buyer will go to local post office and just claim it because it was never supposed to be contraband
anyways in his mind. Are you this person? if you are then lets talk HEALTHY BUSINESS!


***********************************************************************************************************",2,1

PromoPack - 10g of RESTS of Weed - 33eur shipping,36.61,FlorDeVida ,spain,worldwide,cannabis,,other,"Please read our conditions and politics carefully before buying.

This promo pack is about Rests of weed we have left from the bottom of the
Jars, also when we manicured the weed. There you will find leaves, and
small buds too.

This is best to use for extractions, oil, hash, tea, butter, vape and smoke
too, as you can find buds there too.

Shipping is included, but you can always choose an option of tracked
shipping too.

Enjoy it!",0,0

PromoPack - 10g of RESTS of Weed - 33eur ship incl,36.61,FlorDeVida ,US,worldwide,cannabis,,other,"Please read our conditions and politics carefully before buying.

This promo pack is about Rests of weed we have left from the bottom of the Jars, also when we manicured the weed. There you will find leaves, and small buds too.

This is best to use for extractions, oil, hash, tea, butter, vape and smoke too, as you can find buds there too.

Shipping is included, but you can always choose an option of tracked shipping too.

Enjoy it!",0,0

Exotic Carts,37.98,Cleo710 ,US,worldwide,cannabis,,cartridge,"Hello, are you in search of top quality medical marijuana, tinctures, edibles,Carts, cannabis oil, weed seeds, hash oil, cbd oil and legal weeds?? why not try this out??We are a group of dedicated growers specialized at cultivating and selling just the best marijuana cannabis containing the CBN,CBD and THC ingredients. we are sellers in America, Europe and the World,and sell out our very affordable wide collection of strains not only to regular smokers, but some of our strains are also used as medicine for the treatment of cancer,stress, chronic pain, restore appetite,anxiety, etc. We ship worldwide and offer door to door delivery services. some of our strains in stock include; white widow,OG kush,sour diesel,master kush,purple kush, Ak47, Carts,Zero Moon rock and more. Vape Dank Vapor Cartridge. Hybrid. Introducing a unique and healthier way to medicate anywhere and everywhere. Vape dank premium cartridge is a smoke-free, tar-free alternative to traditional cannabis.


Wickr id cleo710
Email: cleofastservice@protonmail.com",3,1

DIPSE EGO T CLEAROMIZER VAPE PEN,38.84,CaliCannabis ,germany,europe,cannabis,,vape pen,"DIPSE EGO T CLEAROMIZER.

Includes USB charger.

To be used with our cartridges.
",0,0

CLR GELATO HYBRID 500ML CART X 1PC,39.99,California420Service ,US,worldwide,cannabis,,cartridge,"CLR GELATO HYBRID 500ML CART X 1PC
CO2 EXTRACTED NON SOLVENT
100% PURE CANNABIS OIL
TOTAL THC 83.7%/ TOTAL CBD 2.7%/ TOTAL CBN1.6%
100% SOLVENT FREE CONTAINS 100% PURE CANNABIS OIL
This product is a case-less thing


California420Service aka Cali420Service aka CA420Service


Thank you for visiting and please read carefully and your clear understanding is mandatory we say that
because we do not ship to beginners internationally!
We must be able to respond appropriately to international shipping customers should shipping issues
arise and trust it will happen more often then not and only through great communication we can achieve
this !

1. have you ever received cannabis via international mail? if so, how many times?

2. what was the biggest amount of cannabis you have received via mail?

We never require signatures from my buyers but did you know that if you are not present at the time
of delivery, the local post office worker will bring the shipment back to the local post office and
then have you come into local post office for you to claim it? You must then bring your id and sign
for that. Now inexperienced buyer will easily get discouraged and just blame the sender whereas the
experienced buyer will first of all will monitor the tracking information diligently and safely and
be present at the time of actual delivery to receive the shipment. Should buyer still missed the mail,
the experienced buyer will go to local post office and just claim it because it was never supposed
to be contraband anyways in his mind. Are you this person? If you are then lets talk HEALTHY BUSINESS!

*****************************************************************************************************************************************************************************
Customer Notice

What customers should know about International Shipping:

#1 Our company is using US Postal Service (usps.com)and not using other company services(DHL,UPS....)
We use a postal service with a tracking number that is half full, and we will provide
the tracking number to the customer 24 hours after delivery begins.

#2 If you want to ship internationally, you must provide the correct RECIPIENT of first name,
last name, and address. If you do not provide your first and last name, you may provide only the
company name,Without the recipient's first name and last name, we can not ship internationally.
After the 911 attacks, all information must be provided to the US Post Office for international
shipment, which is the current law.
#3 We basically do not list the customer-provided phone number on the shipping box,If you must put
your phone number on the shipping box, you should send a message along with the recipient address
and full name
#4 Only up to 28 grams per order per International shipment. If you exceed 28 grams, you must purchase
another international shipping cost.
#5 Only 5 vapes per international shipment order are allowed, and if more than that, another
international shipping charge is required.
#6 We do not require the recipient's signature when making international shipments
#7 The order confirmed on Friday will be shipped next Monday, so please keep this in mind our company
does not open on weekends.
#8 All customer shipping records are deleted 14 days after item is shipped.
#9 In case of international delivery, the date of shipment may vary depending on the country, region,
climate disaster, number of flights, etc., and the normal international shipment period is 15 days

***********************************************************************************************************

Customers must confirm this message before and after placing the order and message!

Things to keep in mind when shipping to the US(Domestic):
**** For shipments in the US *******We use usps priority********
#1 If you wish to ship to your US address, you must provide the recipient's first and last name and
address correctly
#2 If a resident of a foreign country wishes to deliver in the United States, he / she must confirm
the address in the United States and provide it to us and we will not refund or re-ship to the recipient
if you provide the wrong address!
# 3 We do not package or ship on weekends, do not operate on major holidays, year-end and new year
# 4 Normal US shipments will arrive within 3-5 days after shipment begins
# 5 NO Shipping on Weekends!!!Please note that when we confirm your order on Friday, delivery will
start Monday!
# 6 Delivery may be delayed due to various changes during delivery (weather, fire, natural disaster,
terror, flood, etc.)
# 7 If you provide only the US shipping address and do not provide your first and last name, we will write
""Current Resident"" instead.
#8 We NEVER require the recipient's signature
#9 Delivery Orders to the US mainland and Hawaii are the Domestic delivery and excludes Alaska, Guam,
Porto Rico and all US military bases (APO addresses) are charged delivery fee of International Shipping
(per USPS rules)
#10 Up to 56 grams per order can be packed, and shipping for bulk orders will be listed separately.


California420Service aka Cali420Service aka CA420Service


Thanks for your interest in California420Service, your reliable Cali 420 Service!

Please read carefully as your clear understanding is mandatory!
We say that because we do not ship to beginners internationally!
We must be able to respond appropriately to international shipping customers
should shipping issues arise and only through great communication we can achieve.

have you ever received cannabis via international mail? if so, how many times?

what was the biggest amount of cannabis you have received via mail?

we never require signatures from my buyers but did you know that if you are not present at the time of
shipment arrival, the local post office worker will bring the shipment back to the local post office and
then have you come into the post office for you to claim it? you must then bring your id and sign for that.
now inexperienced buyer will easily get discouraged and just blame the sender. the experienced buyer
will first of all will monitor the tracking information diligently and safely and be present at the time
of actual delivery to receive the shipment.if by any chance the buyer still missed the mail, the experienced
buyer will go to local post office and just claim it because it was never supposed to be contraband
anyways in his mind. Are you this person? if you are then lets talk HEALTHY BUSINESS!


***********************************************************************************************************
",0,0

24K GOLD 3.5g,44.93,kandykones ,UK,UK,synthetic cannabis,yes,other,"Also known as Kosher Tangie, 24k Gold is a 60% indica-dominant hybrid that combines the legendary LA strain Kosher Kush with champion sativa Tangie to create something quite unique. Growing tall in its vegetative cycle and very stretchy in flower, this one will need an experienced hand when grown indoors. Most phenotypes will exhibit a sweet orange aroma from the Tangie along with the dark coloration of the Kosher Kush, and will offer a strong citrus flavor when smoked or vaped. THC levels range from 18% to 24%; definitely not for novice users!

Please read our terms and conditions before ordering.",1,1

1.1G OFFICIAL DANK VAPES - CALI IMPORT - 91.59%THC,50,CheebaChews ,US,worldwide,cannabis,,cartridge,"OFFICIAL DANK VAPES FROM CALI - TOP QUALITY BEST VAPES YOU'LL FIND ON HERE VERY CLEAN!!!

ALL ORGANIC NO PROPYLENE GLYCOL!!!

FLAVOURS:
LSD
PURPLE PUNCH
DIAMOND OG
ACE OF SPADES
---------------------------

SEND THE FLAVOUR YOU WANT WITH THE ADDRESS, OR WE WILL CHOOSE FOR YOU!

wick..r..iwillmarry420
",0,0

1.1G OFFICIAL DANK VAPES - CALI IMPORT - 91.59%THC,50,CheebaChews ,US,worldwide,cannabis,,cartridge,"OFFICIAL DANK VAPES FROM CALI - TOP QUALITY BEST VAPES YOU'LL FIND ON HERE VERY CLEAN!!!

ALL ORGANIC NO PROPYLENE GLYCOL!!!

FLAVOURS:
LSD
PURPLE PUNCH
DIAMOND OG
ACE OF SPADES
---------------------------

SEND THE FLAVOUR YOU WANT WITH THE ADDRESS, OR WE WILL CHOOSE FOR YOU!

wick..r..iwillmarry420",0,0

e-liquide au THC go?t cola - Fun Vapeur - 11ml,55.49,MadeInFrance ,france,worldwide,cannabis,,eliquid,"****Made In France****

??? English translation ???

****e-liquid with THC****

Welcome to my online shop.

Very discret product because there is no taste or odor of cannabis,
(it taste and smell cola).
Composition : pg 70 gv 30, without nicotine, THC 10 %, aroma cola.
Made in France with ingredients all made in France.

Before creating this liquid i tested those sold on dream market and i was
really disappointed, bottles of 10 ml at 60 ? for a liquid that does not get
stoned, which had a horrible taste and that screw up resistances very quickly...
My liquids are a little cheaper, they stone well, the tastes are good and they
do not damage resistances.

***Delivery***

I send from France, within 24 hours from receipt of order.

France : 1 to 2 days
Europe : 3 to 9 days

***Usage tips***

Reserve an atomizer only for this liquid, a kanger t2/t3 is enough.
I vape my THC liquid with kanger t2, kanger t3, kanger genitank and eleaf gs air.
For your first time take only 10 puff and wait 5/10 min to feel the effects, then
adjust your consomation in relation to the effect felt. you can cut this e-liquid
with another of the same taste if you find it too strong.
Drink regularly when you vape (even without THC).
Vaping this liquid makes you hungry, plan something to eat (^_^)

***Comments***

Once you have tasted our products please do not forget to send me your comments in
order that I can continue to develop my business. Thank you very much, and I hope to
hear from you soon, enjoy !

****Made In France****",0,0

"CANNABIS E-JUICE / E-LIQUID / 46,5 % THC / 10ml/HQ",55.49,wochris ,spain,worldwide,cannabis,,eliquid,"THC Cannabis e-juice / e-liquid

this liquid is made by our laboratory in Spain. Original Cannabis e-juice made from top quality ingredients and best THC concentrate extracted from top marijuana/cannabis strains. No extra add-on, just pure vape-juice. Very efficient.

Ingredients :

Vegetable glycerin Propylene glycol

Rick Simpson Oil ( own production and tests with 88% THC )

This process leaves an very smooth tasting and high potent version of the Cannabis e-juice. This will work with all of the E-cigarettes on the market today.

The quality is very high as with all our products.

The e-juice / e-liquid is sold in 10ml bottles.

THC = 46,5 %

lets vape!",1,1

5G Critical Kush / Hybrid Indica / Indoor / THC 25,55.49,wochris ,spain,worldwide,synthetic cannabis,yes,other,"Critical Kush from Barney?s Farm is a mostly indica strain that blends together two famed cannabis staples,
Critical Mass and OG Kush.
Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body.
Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD,
making this strain a perfect nighttime medication for pain, stress, insomnia, and muscle spasms.

Type of High

The taste and aroma might be run of the mill, but the powerful stone is far from ordinary.
Whether smoked or vaped, Critical Kush takes a few minutes to take effect,
then she'll quickly hug your body and your mind in a heavy, thick envelope of pure relaxation.
You'll forget about all your problems, let go of any anxiety you've been holding onto, and your muscles will relax and go limp

Genetics

Critical Mass and OG Kush


Indica / Sativa Ratio

Indica Dominant Hybrid (90% Indica / 10% Sativa)",2,0.2

2mL ejuice tryptamine cocktail! (DMT/DET/MET)300mg,60,boomshankar ,UK,worldwide,psychedelics,,eliquid,"this time, from the psy chef, we bring u this cocktail! 80 % NN DMT, 10% DET and 10% MET (methyl ethyl tryptamine) making the experience different but magic! give it a chance!!

this will be in ejuice form, we recommend from 80 to 100 watts so it get properly vaped.",0,0

1 gr changa (DMT/MAOI 1:1) with track!,60,boomshankar ,mexico,worldwide,psychedelics,,other,"HYPERSPACE TICKET. if u r looking for a nice way to try DMT, changa is the way, the blend of the finest herbs, with the extraction of harmaline that makes it easier to the dmt to get into your body, makes the full trip a spiritual experience. also u can smoke it any way u desire! no issues of crack pipe, or a vape or anything, as weed! also sprinkle it on your joint and enjoy the bliss!

made of 50%(500 mg in a gram of changa) white dmt, Psychotria viridis,Banisteriopsis caapi,Damiana californiana,wild dagga and harmaline.
lots of love.
",0,0

e-liquide au THC - go?t fraise ou cola - 12ml,61.04,MadeInFrance ,france,worldwide,cannabis,,eliquid,"****e-liquid with THC****

Welcome to my online shop.

Very discret product because there is no taste or odor of cannabis,
(it taste and smell cola or strawberry).
Composition : pg 70 gv 30, nicotine 2mg (small), THC 10 %, aroma cola or strawberry.
Made in France with ingredients all made in France.

Before creating this liquid i tested those sold on dream market and i was
really disappointed, bottles of 10 ml at 60 ? for a liquid that does not get
stoned, which had a horrible taste and that screw up resistances very quickly...
My liquids are a little cheaper, they stone well, the tastes are good and they
do not damage resistances.

***Delivery***

I send from France, within 24 hours from receipt of order.

France : 1 to 2 days
Europe : 3 to 9 days

When you give your adresse choose the taste you prefer (cola or strawberry).
If you like my liquids i will add more tastes.

***Usage tips***

Reserve an atomizer only for this liquid, a kanger t2/t3 is enough.
I vape my THC liquid with kanger t2, kanger t3, kanger genitank and eleaf gs air.
For your first time take only 10 puff and wait 5/10 min to feel the effects, then
adjust your consomation in relation to the effect felt. you can cut this e-liquid
with another of the same taste if you find it too strong.
Drink regularly when you vape (even without THC).
Vaping this liquid makes you hungry, plan something to eat (^_^)

***Comments***

Once you have tasted our products please do not forget to send me your comments in
order that I can continue to develop my business. Thank you very much, and I hope to
hear from you soon, enjoy !

****Made In France****",0,0

White Rhino 3g,63.26,PieniPilviPuoti ,finland,finland,cannabis,,other,"Eritt?in korkealaatuista kukintoa





Description



White Rhino is a cannabis strain that is widely recognised within the medical marijuana community for its therapeutic qualities. It is a three-way hybrid strain bred from Afghan, Brazilian and South Indian strains.



White Rhino is 80% indica and has very high THC potential.

Reference was made above to its very high THC production which has been measured at 20.19% with CBD of 0.11% and CBN of 0.05%. White Rhino offers a very sweet, fruity flavour to the vaper/smoker with the effect being intense, narcotic and long-lasting. Unsurprisingly it is beneficial therapeutically to combat insomnia.





Characteristics

Breeder/Brand Greenhouse Seed Co.

Genetics Afghan x Brazilian x South Indian.

Variety Mostly Indica

Flowering Type Photoperiod

Sex Feminised

THC Content 20.19%

CBD Content 0.11%

Medical Conditions Insomnia

Medicinal Properties Yes

Taste / Flavour Fruity, Sweet

Effect Long-lasting, Relaxing, Sedative

Awards 2nd prize Bio HTCC 1996; 2nd prize Champions Cup 2005.",2,1

California420Service 0.5 GRAMS SHATTER X 3 PCS,65.99,California420Service ,US,worldwide,cannabis,,concentrate,"California420Service 0.5 GRAMS SHATTER X 3 PCS
Shatter, wax, honeycomb, oil, crumble, sap, budder, pull-and-snap?these are some of the nicknames cannabis extracts have earned through their popularity, prevalence, and diversification. If you?ve heard any of those words before, they were likely used to describe BHO (butane hash oil), CO2 oil, or similar hydrocarbon extracts. This list of descriptive subcategories might lead you to believe that there are stark differences between each one, but the division between glass-like shatter and crumbly wax is more superficial than you?d expect.


For those of you who are new to the concentrates game, a cannabis extract is any oil that concentrates the plant?s chemical compounds like THC and CBD. This is achieved through a variety of extraction processes and solvents, the most common being butane. Advancements in extraction technology have enabled the use of other solvents like carbon dioxide and pure hydrocarbons in a process that utilizes pressure in a safe closed-loop system. The end product is a highly potent oil of varying consistencies most popularly used for vaporization and dabbing.

California420Service aka Cali420Service aka CA420Service


Thank you for visiting and please read carefully and your clear understanding is mandatory we say that
because we do not ship to beginners internationally!
We must be able to respond appropriately to international shipping customers should shipping issues
arise and trust it will happen more often then not and only through great communication we can achieve
this !

1. have you ever received cannabis via international mail? if so, how many times?

2. what was the biggest amount of cannabis you have received via mail?

We never require signatures from my buyers but did you know that if you are not present at the time
of delivery, the local post office worker will bring the shipment back to the local post office and
then have you come into local post office for you to claim it? You must then bring your id and sign
for that. Now inexperienced buyer will easily get discouraged and just blame the sender whereas the
experienced buyer will first of all will monitor the tracking information diligently and safely and
be present at the time of actual delivery to receive the shipment. Should buyer still missed the mail,
the experienced buyer will go to local post office and just claim it because it was never supposed
to be contraband anyways in his mind. Are you this person? If you are then lets talk HEALTHY BUSINESS!

*****************************************************************************************************************************************************************************
Customer Notice

What customers should know about International Shipping:

#1 Our company is using US Postal Service (usps.com)and not using other company services(DHL,UPS....)
We use a postal service with a tracking number that is half full, and we will provide
the tracking number to the customer 24 hours after delivery begins.

#2 If you want to ship internationally, you must provide the correct RECIPIENT of first name,
last name, and address. If you do not provide your first and last name, you may provide only the
company name,Without the recipient's first name and last name, we can not ship internationally.
After the 911 attacks, all information must be provided to the US Post Office for international
shipment, which is the current law.
#3 We basically do not list the customer-provided phone number on the shipping box,If you must put
your phone number on the shipping box, you should send a message along with the recipient address
and full name
#4 Only up to 28 grams per order per International shipment. If you exceed 28 grams, you must purchase
another international shipping cost.
#5 Only 5 vapes per international shipment order are allowed, and if more than that, another
international shipping charge is required.
#6 We do not require the recipient's signature when making international shipments
#7 The order confirmed on Friday will be shipped next Monday, so please keep this in mind our company
does not open on weekends.
#8 All customer shipping records are deleted 14 days after item is shipped.
#9 In case of international delivery, the date of shipment may vary depending on the country, region,
climate disaster, number of flights, etc., and the normal international shipment period is 15 days

***********************************************************************************************************

Customers must confirm this message before and after placing the order and message!

Things to keep in mind when shipping to the US(Domestic):
**** For shipments in the US *******We use usps priority********
#1 If you wish to ship to your US address, you must provide the recipient's first and last name and
address correctly
#2 If a resident of a foreign country wishes to deliver in the United States, he / she must confirm
the address in the United States and provide it to us and we will not refund or re-ship to the recipient
if you provide the wrong address!
# 3 We do not package or ship on weekends, do not operate on major holidays, year-end and new year
# 4 Normal US shipments will arrive within 3-5 days after shipment begins
# 5 NO Shipping on Weekends!!!Please note that when we confirm your order on Friday, delivery will
start Monday!
# 6 Delivery may be delayed due to various changes during delivery (weather, fire, natural disaster,
terror, flood, etc.)
# 7 If you provide only the US shipping address and do not provide your first and last name, we will write
""Current Resident"" instead.
#8 We NEVER require the recipient's signature
#9 Delivery Orders to the US mainland and Hawaii are the Domestic delivery and excludes Alaska, Guam,
Porto Rico and all US military bases (APO addresses) are charged delivery fee of International Shipping
(per USPS rules)
#10 Up to 56 grams per order can be packed, and shipping for bulk orders will be listed separately.


California420Service aka Cali420Service aka CA420Service


Thanks for your interest in California420Service, your reliable Cali 420 Service!

Please read carefully as your clear understanding is mandatory!
We say that because we do not ship to beginners internationally!
We must be able to respond appropriately to international shipping customers
should shipping issues arise and only through great communication we can achieve.

have you ever received cannabis via international mail? if so, how many times?

what was the biggest amount of cannabis you have received via mail?

we never require signatures from my buyers but did you know that if you are not present at the time of
shipment arrival, the local post office worker will bring the shipment back to the local post office and
then have you come into the post office for you to claim it? you must then bring your id and sign for that.
now inexperienced buyer will easily get discouraged and just blame the sender. the experienced buyer
will first of all will monitor the tracking information diligently and safely and be present at the time
of actual delivery to receive the shipment.if by any chance the buyer still missed the mail, the experienced
buyer will go to local post office and just claim it because it was never supposed to be contraband
anyways in his mind. Are you this person? if you are then lets talk HEALTHY BUSINESS!


***********************************************************************************************************",0,0

2 mL x 300 mg DMT e-juice vapeable!,71.9,boomshankar ,UK,worldwide,psychedelics,,eliquid,"DMT E-liquid for vaping


N,N-Dimethyltryptamine (DMT)
This is a naturally-occurring psychedelic that produces uniquely powerful and short-lived psychedelic effects.

Dosages:
Light
10-20 mg
Common
20-40 mg
Strong
40-60 mg

The effects for this drug when vaped are felt right away.

For better results hold long hits inside your lungs as long as possible using vaping devices with 75 Watts or more.

The advantages of vaping this drug are:
- Great stealth for consumption
- Faster onset and come up
- Less quantity required to feel the same effects
- The user can regulate the dosage quantity

Choose your e-liquid:
VG-PG 1:1 v/v no flavour
VG:PG 2:1 v/v with natural flavours:

-Banana
-Pineapple
-Cantaloupe
-Orange
-Blueberry
-Watermelon
-Cherry
-Bubble gum
-Grape
-Milk
-Peach
-Strawberry
-Mango
-Cookies
",1,1

"15ml Cannabis E-Juice / E-Liquid / 46,5 % THC / HQ",72.13,wochris ,spain,worldwide,cannabis,,eliquid,"This liquid is made by our laboratory in Spain. Original Cannabis e-juice made from top quality ingredients and best THC concentrate extracted from top marijuana/cannabis strains. No extra add-on, just pure vape-juice. Very efficient.

Ingredients :

Vegetable glycerin Propylene glycol

Rick Simpson Oil ( own production and tests with 88% THC )

This process leaves an very smooth tasting and high potent version of the Cannabis e-juice. This will work with all of the E-cigarettes on the market today.

The quality is very high as with all our products.

The e-juice / e-liquid is sold in 15ml bottles.

THC = 46,5 %

lets vape!",3,0.733333333

24K GOLD 7g,77.03,kandykones ,UK,UK,synthetic cannabis,yes,other,"Also known as Kosher Tangie, 24k Gold is a 60% indica-dominant hybrid that combines the legendary LA strain Kosher Kush with champion sativa Tangie to create something quite unique. Growing tall in its vegetative cycle and very stretchy in flower, this one will need an experienced hand when grown indoors. Most phenotypes will exhibit a sweet orange aroma from the Tangie along with the dark coloration of the Kosher Kush, and will offer a strong citrus flavor when smoked or vaped. THC levels range from 18% to 24%; definitely not for novice users!

Please read our terms and conditions before ordering.",1,1

Buy Vape Cartridges,80,billbenald ,US,worldwide,cannabis,,cartridge,"99% THC Oil
Perfect for pain and anxiety relief, High potency CBD oil for the ultimate therapeutic experience, Infused with terpenes and honey for a fantastic ...

Recreational License in State Locally Grown Locally Processed Non-GMO Testing Results Available White-Labeling Available Wholesale Non-Packaged Available

Before or after you place order download wickr app messenger and contact us

Wickr id....MCKAIN",1,1

VAPE CARTRIDGE 1000 mg (BHO+CBD+EXTRA TERPENES),83.23,CaliCannabis ,germany,europe,cannabis,,cartridge,"Strong, durable cartridge.

All organic! 100 % BIO.

Made with 900 mg BHO and 100 mg CBD Chrystals, plus added terpenes for better aroma.

Pleasant vapour, nice high after a few draws.

Good for 500 - 1000 draws. Can be consumed over a period of time.

For best experience, please store well cooled and with the mouthpiece pointing upwards.",0,0

California420Service 1 GRAMS SHATTER X 3 PCS,95.99,California420Service ,US,worldwide,cannabis,,concentrate,"California420Service 0.5 GRAMS SHATTER X 3 PCS
Shatter, wax, honeycomb, oil, crumble, sap, budder, pull-and-snap?these are some of the nicknames cannabis extracts have earned through their popularity, prevalence, and diversification. If you?ve heard any of those words before, they were likely used to describe BHO (butane hash oil), CO2 oil, or similar hydrocarbon extracts. This list of descriptive subcategories might lead you to believe that there are stark differences between each one, but the division between glass-like shatter and crumbly wax is more superficial than you?d expect.


For those of you who are new to the concentrates game, a cannabis extract is any oil that concentrates the plant?s chemical compounds like THC and CBD. This is achieved through a variety of extraction processes and solvents, the most common being butane. Advancements in extraction technology have enabled the use of other solvents like carbon dioxide and pure hydrocarbons in a process that utilizes pressure in a safe closed-loop system. The end product is a highly potent oil of varying consistencies most popularly used for vaporization and dabbing.

California420Service aka Cali420Service aka CA420Service


Thank you for visiting and please read carefully and your clear understanding is mandatory we say that
because we do not ship to beginners internationally!
We must be able to respond appropriately to international shipping customers should shipping issues
arise and trust it will happen more often then not and only through great communication we can achieve
this !

1. have you ever received cannabis via international mail? if so, how many times?

2. what was the biggest amount of cannabis you have received via mail?

We never require signatures from my buyers but did you know that if you are not present at the time
of delivery, the local post office worker will bring the shipment back to the local post office and
then have you come into local post office for you to claim it? You must then bring your id and sign
for that. Now inexperienced buyer will easily get discouraged and just blame the sender whereas the
experienced buyer will first of all will monitor the tracking information diligently and safely and
be present at the time of actual delivery to receive the shipment. Should buyer still missed the mail,
the experienced buyer will go to local post office and just claim it because it was never supposed
to be contraband anyways in his mind. Are you this person? If you are then lets talk HEALTHY BUSINESS!

*****************************************************************************************************************************************************************************
Customer Notice

What customers should know about International Shipping:

#1 Our company is using US Postal Service (usps.com)and not using other company services(DHL,UPS....)
We use a postal service with a tracking number that is half full, and we will provide
the tracking number to the customer 24 hours after delivery begins.

#2 If you want to ship internationally, you must provide the correct RECIPIENT of first name,
last name, and address. If you do not provide your first and last name, you may provide only the
company name,Without the recipient's first name and last name, we can not ship internationally.
After the 911 attacks, all information must be provided to the US Post Office for international
shipment, which is the current law.
#3 We basically do not list the customer-provided phone number on the shipping box,If you must put
your phone number on the shipping box, you should send a message along with the recipient address
and full name
#4 Only up to 28 grams per order per International shipment. If you exceed 28 grams, you must purchase
another international shipping cost.
#5 Only 5 vapes per international shipment order are allowed, and if more than that, another
international shipping charge is required.
#6 We do not require the recipient's signature when making international shipments
#7 The order confirmed on Friday will be shipped next Monday, so please keep this in mind our company
does not open on weekends.
#8 All customer shipping records are deleted 14 days after item is shipped.
#9 In case of international delivery, the date of shipment may vary depending on the country, region,
climate disaster, number of flights, etc., and the normal international shipment period is 15 days

***********************************************************************************************************

Customers must confirm this message before and after placing the order and message!

Things to keep in mind when shipping to the US(Domestic):
**** For shipments in the US *******We use usps priority********
#1 If you wish to ship to your US address, you must provide the recipient's first and last name and
address correctly
#2 If a resident of a foreign country wishes to deliver in the United States, he / she must confirm
the address in the United States and provide it to us and we will not refund or re-ship to the recipient
if you provide the wrong address!
# 3 We do not package or ship on weekends, do not operate on major holidays, year-end and new year
# 4 Normal US shipments will arrive within 3-5 days after shipment begins
# 5 NO Shipping on Weekends!!!Please note that when we confirm your order on Friday, delivery will
start Monday!
# 6 Delivery may be delayed due to various changes during delivery (weather, fire, natural disaster,
terror, flood, etc.)
# 7 If you provide only the US shipping address and do not provide your first and last name, we will write
""Current Resident"" instead.
#8 We NEVER require the recipient's signature
#9 Delivery Orders to the US mainland and Hawaii are the Domestic delivery and excludes Alaska, Guam,
Porto Rico and all US military bases (APO addresses) are charged delivery fee of International Shipping
(per USPS rules)
